open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1778094000000,2343.83,2348.72,2341.00,2347.14,76737.403,1778097599999,179910607.08075,112324,45365.520,106364998.82432,0
1778097600000,2347.15,2356.00,2343.66,2349.67,123914.117,1778101199999,291253360.83241,128929,55984.750,131567198.76281,0
1778101200000,2349.67,2356.03,2344.30,2353.08,60651.473,1778104799999,142608704.98653,83686,22017.132,51778604.94292,0
1778104800000,2353.07,2353.94,2343.50,2346.00,65067.899,1778108399999,152802371.29588,99841,33283.837,78173388.90966,0
1778108400000,2346.01,2350.34,2337.00,2349.70,119767.790,1778111999999,280563759.36203,120008,43480.222,101904261.19876,0
1778112000000,2349.69,2351.29,2327.25,2327.89,213677.641,1778115599999,499272479.79617,224906,80231.663,187569496.08064,0
1778115600000,2327.88,2333.50,2311.48,2325.48,295576.594,1778119199999,686974162.60206,339320,137176.275,318894545.97697,0
1778119200000,2325.49,2325.95,2311.86,2320.49,225779.879,1778122799999,523187806.06776,246686,110232.183,255464391.20835,0
1778122800000,2320.49,2324.54,2313.66,2320.86,89730.256,1778126399999,208143501.49779,137484,41462.252,96183436.78158,0
1778126400000,2320.86,2326.64,2316.00,2326.32,87462.252,1778129999999,203185547.61462,110130,44762.451,104000172.12793,0
1778130000000,2326.31,2332.81,2325.81,2330.19,85434.537,1778133599999,199037271.05838,96712,45269.109,105464140.85089,0
1778133600000,2330.20,2337.34,2318.22,2335.92,179983.592,1778137199999,418809907.36216,198968,82361.008,191736310.84708,0
1778137200000,2335.93,2345.83,2335.20,2343.33,173042.655,1778140799999,405105763.69426,171432,82455.409,193034070.95542,0
1778140800000,2343.32,2345.60,2330.51,2332.75,146396.893,1778144399999,342108149.76508,162854,75064.916,175403778.69748,0
1778144400000,2332.75,2336.29,2325.83,2327.86,123859.859,1778147999999,288645663.78771,138322,55382.105,129077041.13653,0
1778148000000,2327.87,2330.70,2316.11,2325.68,149995.685,1778151599999,348492799.19495,155383,73732.199,171306089.54366,0
1778151600000,2325.68,2330.85,2324.36,2329.02,73902.192,1778155199999,172067181.84889,103944,37658.596,87686575.67959,0
1778155200000,2329.01,2335.88,2328.00,2331.95,118152.500,1778158799999,275594004.12105,127790,60585.010,141315841.11132,0
1778158800000,2331.94,2331.95,2303.00,2313.27,355802.440,1778162399999,823870881.76771,378887,159849.256,370218805.13326,0
1778162400000,2313.27,2317.82,2287.00,2297.87,603127.265,1778165999999,1387185255.87178,509397,271237.762,624021069.02124,0
1778166000000,2297.86,2303.80,2284.06,2293.46,258239.138,1778169599999,592233167.02536,326167,124744.159,286147831.01257,0
1778169600000,2293.47,2297.43,2284.31,2290.87,166723.905,1778173199999,381938996.59318,254272,88037.747,201695053.18298,0
1778173200000,2290.87,2300.33,2278.00,2298.56,205491.030,1778176799999,470339793.76399,298178,102907.275,235643180.55087,0
1778176800000,2298.56,2303.20,2289.00,2294.69,150407.816,1778180399999,345638809.04646,220994,69713.193,160225545.99205,0
1778180400000,2294.69,2295.92,2286.67,2294.93,123174.114,1778183999999,282268112.31523,181012,56749.320,130037278.62480,0
1778184000000,2294.94,2301.55,2286.60,2288.11,153939.681,1778187599999,352822374.51454,170294,82526.683,189115366.09406,0
1778187600000,2288.11,2293.55,2280.11,2286.67,102419.935,1778191199999,234296338.96473,117900,45339.922,103695173.67937,0
1778191200000,2286.67,2289.29,2278.74,2285.94,208753.390,1778194799999,476775027.50858,198605,80865.756,184680003.27760,0
1778194800000,2285.95,2292.34,2285.01,2289.91,41608.733,1778198399999,95242175.92658,73566,22548.833,51615124.42475,0
1778198400000,2289.92,2293.28,2282.28,2285.98,65952.384,1778201999999,150929913.40577,103676,33598.981,76891716.98280,0
1778202000000,2285.98,2288.28,2278.64,2284.00,78855.539,1778205599999,180044377.99077,102446,36130.759,82502611.86526,0
1778205600000,2284.00,2284.60,2266.01,2278.03,224714.482,1778209199999,511141096.09982,260180,104516.264,237811009.22123,0
1778209200000,2278.03,2280.64,2263.43,2277.71,187104.919,1778212799999,425161524.08751,208499,79922.874,181651533.24466,0
1778212800000,2277.71,2283.60,2275.03,2280.50,62068.004,1778216399999,141488225.63307,85422,33857.709,77184932.63109,0
1778216400000,2280.50,2282.99,2275.05,2275.06,51245.218,1778219999999,116812262.14280,73942,26104.440,59503953.74662,0
1778220000000,2275.05,2277.54,2267.21,2274.29,125370.976,1778223599999,284923427.05556,151975,62624.265,142339766.52651,0
1778223600000,2274.30,2281.20,2266.00,2279.88,126843.059,1778227199999,288375908.84197,145938,69755.869,158610868.46681,0
1778227200000,2279.88,2288.84,2278.45,2282.41,107183.410,1778230799999,244676539.86388,112010,61566.993,140558054.50366,0
1778230800000,2282.42,2291.18,2279.09,2283.13,149016.011,1778234399999,340593556.51188,120240,68023.982,155464369.11645,0
1778234400000,2283.14,2289.83,2279.81,2286.68,97574.711,1778237999999,223020059.03310,109352,44969.940,102786718.74175,0
1778238000000,2286.68,2297.14,2286.68,2293.85,130692.573,1778241599999,299474636.56562,140546,70111.061,160644386.87192,0
1778241600000,2293.85,2301.85,2281.23,2283.62,195750.768,1778245199999,448386470.22274,207589,93538.600,214328291.08208,0
1778245200000,2283.62,2286.05,2268.32,2275.27,230272.492,1778248799999,524026269.25967,313183,113231.025,257677741.22990,0
1778248800000,2275.26,2291.66,2272.00,2284.72,199371.020,1778252399999,455145852.22414,309352,101446.943,231603455.97948,0
1778252400000,2284.72,2293.69,2273.70,2292.39,174300.460,1778255999999,397975287.25112,251721,92325.706,210850839.09543,0
1778256000000,2292.40,2293.48,2285.17,2288.89,108661.114,1778259599999,248780670.06822,156015,56536.192,129442198.99462,0
1778259600000,2288.88,2314.76,2288.31,2303.80,311683.566,1778263199999,718130751.54844,340678,149047.090,343437817.96318,0
1778263200000,2303.80,2320.66,2303.79,2312.62,244583.430,1778266799999,566050951.43346,256928,133084.466,308021856.89946,0
1778266800000,2312.62,2319.59,2311.24,2315.20,107581.703,1778270399999,249068977.67283,129418,51003.201,118078420.18293,0
1778270400000,2315.21,2315.84,2304.45,2306.00,90997.886,1778273999999,210150664.78382,99013,32556.594,75195089.39716,0
1778274000000,2306.00,2314.00,2303.20,2313.49,62002.580,1778277599999,143185894.40435,74517,36673.731,84697729.71502,0
1778277600000,2313.48,2318.30,2309.66,2309.93,70927.983,1778281199999,164153861.24700,92824,39106.985,90528171.73433,0
1778281200000,2309.93,2310.13,2302.30,2306.17,58916.719,1778284799999,135850500.67100,65495,27953.592,64452235.08581,0
1778284800000,2306.17,2311.41,2303.38,2307.68,54769.553,1778288399999,126398621.03219,68195,28247.317,65190329.27402,0
1778288400000,2307.68,2317.28,2307.42,2313.27,58434.082,1778291999999,135167548.17650,80681,34408.743,79593925.03454,0
1778292000000,2313.28,2319.70,2312.81,2316.00,53226.352,1778295599999,123297501.64861,69429,29139.851,67506155.60058,0
